row_id,stem摘要,原因分类,row_granularity,source_type,exam_year,original_id,bg_len,所属组(若已定),整题行span,has_answer
9101,【背景资料】 某建设单位投资兴建一办公楼，投资概算 25000.00 万元，建筑面积 21000m²；钢筋混凝土框架-剪力墙结构，地下 2 层，层高 4.5m 地上 18 层。层高 3.6m；采取工程总承包交钥匙方式对外公开招标，招标范围为工程至交付使用全过程。经公开招投标，A ,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2017,EXAM_1A432000_P0013_01_CASE_2b9fb1f9,488,2017-case4,"[1, 5]",True
17086,【背景资料】 某建设单位投资兴建一办公楼，投资概算 25000.00 万元，建筑面积 21000m²；钢筋混凝土框架-剪力墙结构，地下 2 层，层高 4.5m 地上 18 层。层高 3.6m；采取工程总承包交钥匙方式对外公开招标，招标范围为工程至交付使用全过程。经公开招投标，A ,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2017,EXAM_2017_1A432000_1d5b9d70,488,2017-case4,"[1, 5]",True
9102,【背景资料】 某新建办公楼工程，总建筑面积 68000m²，地下 2 层，地上 30 层，人工挖孔桩基础，设计桩长 18m，基础埋深 8.5m，地下水为-4.5m；裙房 6 层，檐口高 28m；主楼高度 128m，钢筋混凝土框架-核心筒结构。建设单位与施工单位签订了施工总承包合同,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2017,EXAM_1A436000_P0015_01_CASE_169e8d8a,243,2017-case5,"[1, 5]",True
9103,【背景资料】 某新建办公楼工程，总建筑面积 68000m²，地下 2 层，地上 30 层，人工挖孔桩基础，设计桩长 18m，基础埋深 8.5m，地下水为-4.5m；裙房 6 层，檐口高 28m；主楼高度 128m，钢筋混凝土框架-核心筒结构。建设单位与施工单位签订了施工总承包合同,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2017,EXAM_1A436000_P0016_02_CASE_169e8d8a,243,2017-case5,"[1, 5]",True
17087,【背景资料】 某新建办公楼工程，总建筑面积 68000m²，地下 2 层，地上 30 层，人工挖孔桩基础，设计桩长 18m，基础埋深 8.5m，地下水为-4.5m；裙房 6 层，檐口高 28m；主楼高度 128m，钢筋混凝土框架-核心筒结构。建设单位与施工单位签订了施工总承包合同,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2017,EXAM_2017_1A436000_b6834dfe,243,2017-case5,"[1, 5]",True
8770,一建筑施工场地，东西长 110m，南北宽 70m，拟建建筑物首层平面 80m×40m，地下 2 层，地上 6/20 层，檐口高 26/68m，建筑面积约 48000m²。施工场地部分临时设施平面布置示意图见图 1。图中布置施工临时设施有：现场办公室，木工加工及堆场，钢筋加工及堆场,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,AUTO_37c79698b269d9e9,153,2018-case1,"[1, 3]",True
9149,一建筑施工场地，东西长 110m，南北宽 70m，拟建建筑物首层平面 80m×40m，地下 2 层，地上 6/20 层，檐口高 26/68m，建筑面积约 48000m²。施工场地部分临时设施平面布置示意图见图 1。图中布置施工临时设施有：现场办公室，木工加工及堆场，钢筋加工及堆场,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_1A431000_P0011_03_CASE_424e6181,153,2018-case1,"[1, 3]",True
9150,一建筑施工场地，东西长 110m，南北宽 70m，拟建建筑物首层平面 80m×40m，地下 2 层，地上 6/20 层，檐口高 26/68m，建筑面积约 48000m²。施工场地部分临时设施平面布置示意图见图 1。图中布置施工临时设施有：现场办公室，木工加工及堆场，钢筋加工及堆场,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_1A433000_P0011_01_CASE_424e6181,153,2018-case1,"[1, 3]",True
17118,一建筑施工场地，东西长 110m，南北宽 70m，拟建建筑物首层平面 80m×40m，地下 2 层，地上 6/20 层，檐口高 26/68m，建筑面积约 48000m²。施工场地部分临时设施平面布置示意图见图 1。图中布置施工临时设施有：现场办公室，木工加工及堆场，钢筋加工及堆场,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_2018_1A431000_19092cc8,153,2018-case1,"[1, 3]",True
17119,一建筑施工场地，东西长 110m，南北宽 70m，拟建建筑物首层平面 80m×40m，地下 2 层，地上 6/20 层，檐口高 26/68m，建筑面积约 48000m²。施工场地部分临时设施平面布置示意图见图 1。图中布置施工临时设施有：现场办公室，木工加工及堆场，钢筋加工及堆场,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_2018_1A433000_8caf6e6c,153,2018-case1,"[1, 3]",True
8771,某高校图书馆工程地下二层地上五层，建筑面积约 35000 平方米现浇钢筋混凝土框架结构部分屋面为正向抽空四角锥网架结构施工单位与建设单位签订了施工总承包合同合同工期为 21 个月。 在工程开工前施工单位按照收集依据、划分施工过程（段）计算劳动量、优化并绘制正式进度计划图等步骤编制,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,AUTO_71cd2805d948d9be,360,2018-case2,"[1, 4]",True
9151,某高校图书馆工程地下二层地上五层，建筑面积约 35000 平方米现浇钢筋混凝土框架结构部分屋面为正向抽空四角锥网架结构施工单位与建设单位签订了施工总承包合同合同工期为 21 个月。 在工程开工前施工单位按照收集依据、划分施工过程（段）计算劳动量、优化并绘制正式进度计划图等步骤编制,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_1A433000_P0012_02_CASE_19d44850,360,2018-case2,"[1, 4]",True
17121,某高校图书馆工程地下二层地上五层，建筑面积约 35000 平方米现浇钢筋混凝土框架结构部分屋面为正向抽空四角锥网架结构施工单位与建设单位签订了施工总承包合同合同工期为 21 个月。 在工程开工前施工单位按照收集依据、划分施工过程（段）计算劳动量、优化并绘制正式进度计划图等步骤编制,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_2018_1A433000_1a8bf33b,360,2018-case2,"[1, 4]",True
8779,【背景资料】 某开发商拟建一城市综合体项目，预计总投资十五亿元。发包方式采用施工总承包，施工单位承担部分垫资，按月度实际完成工作量的75%支付工程款，工程质量为合格，保修金为3%，合同总工期为32个月。 某总包单位对该开发商社会信誉、偿债备付率、利息备付率等偿债能力及其他情况进行,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,AUTO_cd34f8610e53c6ac,461,2018-case4,"[1, 3]",True
9171,【背景资料】 某开发商拟建一城市综合体项目，预计总投资十五亿元。发包方式采用施工总承包，施工单位承担部分垫资，按月度实际完成工作量的75%支付工程款，工程质量为合格，保修金为3%，合同总工期为32个月。 某总包单位对该开发商社会信誉、偿债备付率、利息备付率等偿债能力及其他情况进行,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_1A432000_P0017_01_CASE_ec2c074a,461,2018-case4,"[1, 3]",True
17130,【背景资料】 某开发商拟建一城市综合体项目，预计总投资十五亿元。发包方式采用施工总承包，施工单位承担部分垫资，按月度实际完成工作量的75%支付工程款，工程质量为合格，保修金为3%，合同总工期为32个月。 某总包单位对该开发商社会信誉、偿债备付率、利息备付率等偿债能力及其他情况进行,整题行(一行含问题1~3)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2018,EXAM_2018_1A432000_deb178f6,461,2018-case4,"[1, 3]",True
8815,【背景资料】 某新建住宅工程，建筑面积22000㎡，地下一层，地上十六层，框架-剪力墙结构，抗震设防烈度7度。 施工单位项目部在施工前，由项目技术负责人组织编写了项目质量计划书，报请施工单位质量管理部门审批后实施。质量计划要求项目部施工过程中建立包括使用机具和设备管理记录，图纸、,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,AUTO_54a3f5374d8220a4,460,2019-case3,"[1, 4]",True
9232,【背景资料】 某新建住宅工程，建筑面积22000㎡，地下一层，地上十六层，框架-剪力墙结构，抗震设防烈度7度。 施工单位项目部在施工前，由项目技术负责人组织编写了项目质量计划书，报请施工单位质量管理部门审批后实施。质量计划要求项目部施工过程中建立包括使用机具和设备管理记录，图纸、,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_1A434000_P0013_01_CASE_f613d903,460,2019-case3,"[1, 4]",True
17175,【背景资料】 某新建住宅工程，建筑面积22000㎡，地下一层，地上十六层，框架-剪力墙结构，抗震设防烈度7度。 施工单位项目部在施工前，由项目技术负责人组织编写了项目质量计划书，报请施工单位质量管理部门审批后实施。质量计划要求项目部施工过程中建立包括使用机具和设备管理记录，图纸、,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_2019_1A434000_74304350,460,2019-case3,"[1, 4]",True
8816,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,AUTO_6eb4d443e95977e4,220,2019-case4,"[1, 4]",True
8817,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,AUTO_8f17923e0f3dac5d,564,2019-case4,"[1, 5]",True
8825,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,AUTO_d24f0fb3f2cb4344,564,2019-case4,"[1, 5]",True
9233,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_1A432000_P0014_02_CASE_e593af0d,220,2019-case4,"[1, 4]",True
9234,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_1A432000_P0015_01_CASE_e593af0d,564,2019-case4,"[1, 5]",True
17176,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_2019_1A432000_72fd3f1c,220,2019-case4,"[1, 4]",True
17177,【背景资料】 某施工单位通过竞标承建一工程项目，甲乙双方通过协商对工程合同协议书（编号HT-XY-201909001），以及专用合同条款（编号HT-ZY-201909001）和通用合同条款（编号HT-TY-201909001）修改意见达成一致签订了施工合同。确认包括投标函、中标通,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_2019_1A432000_b7e4e49f,564,2019-case4,"[1, 5]",True
9235,【背景资料】 某高级住宅工程，建筑面积8000m²，由3栋塔楼构成，地下2层（含车库），地上28层，底板厚度800mm，由A施工总承包单位承建。合同约定工程最终达到绿色建筑评价二星级。 工程开始施工正值冬季，A施工单位项目部编制了冬期施工专项方案，根据当地资源和气候情况对底板混凝,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_1A432000_P0017_01_CASE_8677f6d8,478,2019-case5,"[1, 5]",True
17178,【背景资料】 某高级住宅工程，建筑面积8000m²，由3栋塔楼构成，地下2层（含车库），地上28层，底板厚度800mm，由A施工总承包单位承建。合同约定工程最终达到绿色建筑评价二星级。 工程开始施工正值冬季，A施工单位项目部编制了冬期施工专项方案，根据当地资源和气候情况对底板混凝,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2019,EXAM_2019_1A432000_f0d76bcd,478,2019-case5,"[1, 5]",True
9304,【背景资料】 招标文件中内容“投标人为本省一级资质证书的企业，投标保证金500.00万”，投标有效期从3月1日到4月15日。投标人对投标人提出的疑问，以书面形式回复对应的投标人。5月17日中标人以1.7亿的中标价签订合同。 发包人负责采购的装配式混凝土构件，提前一个月运抵合同约定,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2020,EXAM_1A432000_P0015_01_CASE_59e8ef8d,282,2020-case3,"[1, 4]",True
17221,【背景资料】 招标文件中内容“投标人为本省一级资质证书的企业，投标保证金500.00万”，投标有效期从3月1日到4月15日。投标人对投标人提出的疑问，以书面形式回复对应的投标人。5月17日中标人以1.7亿的中标价签订合同。 发包人负责采购的装配式混凝土构件，提前一个月运抵合同约定,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2020,EXAM_2020_1A432000_28261c08,282,2020-case3,"[1, 4]",True
9307,【背景资料】 招标工程量清单中钢筋分项工程的综合单价是4433元/t，钢筋材料暂估价2500元/t，工程量260t。结算时钢筋实际使用250t，业主签字确认的钢筋材料单价是3500元/t，施工单位根据已确认的钢筋材料单价重新提交了钢筋分项的综合单价是6206.2元。钢筋损耗率2%,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2020,EXAM_1A434000_P0016_02_CASE_6e8a3c95,205,2020-case4,"[1, 4]",True
17224,【背景资料】 招标工程量清单中钢筋分项工程的综合单价是4433元/t，钢筋材料暂估价2500元/t，工程量260t。结算时钢筋实际使用250t，业主签字确认的钢筋材料单价是3500元/t，施工单位根据已确认的钢筋材料单价重新提交了钢筋分项的综合单价是6206.2元。钢筋损耗率2%,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2020,EXAM_2020_1A434000_4b09b537,205,2020-case4,"[1, 4]",True
8921,【背景资料】某工程项目，地上15~18层，地下2层，钢筋混凝土剪力墙结构，总建筑面积57000m²。施工单位中标后成立项目经理部组织施工。 项目经理部计划施工组织方式采用流水施工根据劳动力储备和工程结构特点确定流水施工的工艺参数、时间参数和空间参数，如空间参数中的施工段、施工层划,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,AUTO_61113bfed261f227,587,2021-case2,"[1, 5]",True
8922,【背景资料】某工程项目，地上15~18层，地下2层，钢筋混凝土剪力墙结构，总建筑面积57000m²。施工单位中标后成立项目经理部组织施工。 项目经理部计划施工组织方式采用流水施工根据劳动力储备和工程结构特点确定流水施工的工艺参数、时间参数和空间参数，如空间参数中的施工段、施工层划,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,AUTO_02c5e7a8b6e53f0d,587,2021-case2,"[1, 5]",True
9441,【背景资料】某工程项目，地上15~18层，地下2层，钢筋混凝土剪力墙结构，总建筑面积57000m²。施工单位中标后成立项目经理部组织施工。 项目经理部计划施工组织方式采用流水施工根据劳动力储备和工程结构特点确定流水施工的工艺参数、时间参数和空间参数，如空间参数中的施工段、施工层划,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_1A433000_P0019_01_CASE_b3e40f65,587,2021-case2,"[1, 5]",True
9442,【背景资料】某工程项目，地上15~18层，地下2层，钢筋混凝土剪力墙结构，总建筑面积57000m²。施工单位中标后成立项目经理部组织施工。 项目经理部计划施工组织方式采用流水施工根据劳动力储备和工程结构特点确定流水施工的工艺参数、时间参数和空间参数，如空间参数中的施工段、施工层划,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_1A433000_P0020_02_CASE_b3e40f65,587,2021-case2,"[1, 5]",True
17286,【背景资料】某工程项目，地上15~18层，地下2层，钢筋混凝土剪力墙结构，总建筑面积57000m²。施工单位中标后成立项目经理部组织施工。 项目经理部计划施工组织方式采用流水施工根据劳动力储备和工程结构特点确定流水施工的工艺参数、时间参数和空间参数，如空间参数中的施工段、施工层划,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_2021_1A433000_5d52992f,587,2021-case2,"[1, 5]",True
9443,【背景资料】 某施工单位承建一高档住宅楼工程。钢筋混凝土剪力墙结构，地下2层，地上26层，建筑面积36000㎡。 施工单位项目部根据该工程特点，编制了施工期变形测量专项方案”，明确了建筑测量精度等级为等，规定了两类变形测量基准点设置均不少于4个。 首层楼板混凝土出现明显的塑态收缩,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_1A433000_P0021_01_CASE_ff3b7def,366,2021-case3,"[1, 4]",True
17287,【背景资料】 某施工单位承建一高档住宅楼工程。钢筋混凝土剪力墙结构，地下2层，地上26层，建筑面积36000㎡。 施工单位项目部根据该工程特点，编制了施工期变形测量专项方案”，明确了建筑测量精度等级为等，规定了两类变形测量基准点设置均不少于4个。 首层楼板混凝土出现明显的塑态收缩,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_2021_1A433000_31af3a35,366,2021-case3,"[1, 4]",True
9445,【背景资料】某新建住宅楼工程，建筑面积 25000m²，装配式钢筋混凝土结构。建设单位编制了招标工程量清单等招标文件，其中部分条款内容为：本工程实行施工总承包模式，承包范围为土建、电气等全部工程内容，质量标准为合格，开工前业主向承包商支付合同工程造价的 25%作为预付备料款，保修,整题行(一行含问题1~6)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_1A432000_P0023_01_CASE_38bf8461,583,2021-case4,"[1, 6]",True
17290,【背景资料】某新建住宅楼工程，建筑面积 25000m²，装配式钢筋混凝土结构。建设单位编制了招标工程量清单等招标文件，其中部分条款内容为：本工程实行施工总承包模式，承包范围为土建、电气等全部工程内容，质量标准为合格，开工前业主向承包商支付合同工程造价的 25%作为预付备料款，保修,整题行(一行含问题1~6)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_2021_1A432000_1fce428a,583,2021-case4,"[1, 6]",True
8919,【背景资料】某住宅工程由7栋单体组成，地下2层，地上10~13层，总建筑面积1.5万m²。施工总承包单位中标后成立项目经理部组织施工。 项目总工程师编制了《临时用电组织设计》，其内容包括：总配电箱设在用电设备相对集中的区域；电缆直接埋地敷设，穿过临时设施时应设置警示标识并进行保护,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,AUTO_cde04d4191c69405,753,2021-case5,"[1, 5]",True
9446,【背景资料】某住宅工程由7栋单体组成，地下2层，地上10~13层，总建筑面积1.5万m²。施工总承包单位中标后成立项目经理部组织施工。 项目总工程师编制了《临时用电组织设计》，其内容包括：总配电箱设在用电设备相对集中的区域；电缆直接埋地敷设，穿过临时设施时应设置警示标识并进行保护,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_1A436000_P0025_01_CASE_46c8dda0,753,2021-case5,"[1, 5]",True
17291,【背景资料】某住宅工程由7栋单体组成，地下2层，地上10~13层，总建筑面积1.5万m²。施工总承包单位中标后成立项目经理部组织施工。 项目总工程师编制了《临时用电组织设计》，其内容包括：总配电箱设在用电设备相对集中的区域；电缆直接埋地敷设，穿过临时设施时应设置警示标识并进行保护,整题行(一行含问题1~5)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2021,EXAM_2021_1A436000_d9d4eafe,753,2021-case5,"[1, 5]",True
9475,【背景资料】 某新建办公楼工程，地下1层，地上18层，总建筑面积2.1万㎡。钢筋混凝土核心筒，外框采用钢结构。 总承包在工程施工准备阶段，根据合同要求编制了工程施工网络进度计划如图2。在进度计划审查时，监理工程师提出在工作A和工作E含有特殊施工技术，涉及知识产权保护，须由同一专业,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2022,EXAM_1A433000_P0013_01_CASE_dbdb418b,395,2022-case2,"[1, 4]",True
17319,【背景资料】 某新建办公楼工程，地下1层，地上18层，总建筑面积2.1万㎡。钢筋混凝土核心筒，外框采用钢结构。 总承包在工程施工准备阶段，根据合同要求编制了工程施工网络进度计划如图2。在进度计划审查时，监理工程师提出在工作A和工作E含有特殊施工技术，涉及知识产权保护，须由同一专业,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2022,EXAM_2022_1A433000_3dcf5b1f,395,2022-case2,"[1, 4]",True
9476,【背景资料】 某新建医院工程，地下2层，地上8~16层，总建筑面积11.8万㎡。基坑深度9.8m，沉管灌注桩基础，钢筋混凝土结构。 施工单位在桩基础专项施工方案中，根据工程所在地含水量较小的土质特点，确定沉管灌注桩选用单打法成桩工艺，其成桩过程包括桩机就位、锤击（振动）沉管、上料,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2022,EXAM_1A432000_P0015_01_CASE_2fcd3ae3,319,2022-case3,"[1, 4]",True
17320,【背景资料】 某新建医院工程，地下2层，地上8~16层，总建筑面积11.8万㎡。基坑深度9.8m，沉管灌注桩基础，钢筋混凝土结构。 施工单位在桩基础专项施工方案中，根据工程所在地含水量较小的土质特点，确定沉管灌注桩选用单打法成桩工艺，其成桩过程包括桩机就位、锤击（振动）沉管、上料,整题行(一行含问题1~4)，不是单个小问，subquestion_index 应留空,whole_case,REAL_EXAM,2022,EXAM_2022_1A432000_d999306a,319,2022-case3,"[1, 4]",True
